"filename", "language", "Python", "CSS", "HTML", "JavaScript", "XML", "Markdown", "comment", "blank", "total"
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\task\tests.py", "Python", 1, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\task\urls.py", "Python", 17, 0, 0, 0, 0, 0, 1, 2, 20
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\task\views.py", "Python", 214, 0, 0, 0, 0, 0, 14, 68, 296
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\customer\customer-delete.html", "HTML", 0, 0, 22, 0, 0, 0, 0, 1, 23
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\customer\customer-form.html", "HTML", 0, 0, 28, 0, 0, 0, 0, 1, 29
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\customer\customer-update.html", "HTML", 0, 0, 21, 0, 0, 0, 0, 1, 22
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\customer\customer.html", "HTML", 0, 0, 74, 0, 0, 0, 0, 2, 76
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\index.html", "HTML", 0, 0, 5, 0, 0, 0, 0, 3, 8
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\product-delete.html", "HTML", 0, 0, 22, 0, 0, 0, 0, 2, 24
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\product-details.html", "HTML", 0, 0, 63, 0, 0, 0, 0, 1, 64
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\product-form.html", "HTML", 0, 0, 28, 0, 0, 0, 0, 1, 29
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\product-inventory-delete.html", "HTML", 0, 0, 22, 0, 0, 0, 0, 1, 23
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\product-inventory-transaction.html", "HTML", 0, 0, 28, 0, 0, 0, 0, 1, 29
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\product-inventory-update.html", "HTML", 0, 0, 28, 0, 0, 0, 0, 1, 29
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\product-update.html", "HTML", 0, 0, 21, 0, 0, 0, 0, 1, 22
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\product.html", "HTML", 0, 0, 62, 0, 0, 0, 0, 1, 63
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\staff.html", "HTML", 0, 0, 1, 0, 0, 0, 0, 0, 1
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\dashboard\task.html", "HTML", 0, 0, 58, 0, 0, 0, 0, 2, 60
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\partials\base.html", "HTML", 0, 0, 20, 0, 0, 0, 2, 12, 34
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\partials\nav.html", "HTML", 0, 0, 62, 0, 0, 0, 0, 6, 68
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\partials\topnav.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\partials\welcome.html", "HTML", 0, 0, 24, 0, 0, 0, 0, 2, 26
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\invoices.html", "HTML", 0, 0, 15, 0, 0, 0, 0, 4, 19
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\order-execution-list.html", "HTML", 0, 0, 85, 0, 0, 0, 0, 3, 88
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\order-execution.html", "HTML", 0, 0, 104, 0, 0, 0, 1, 17, 122
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\pdf\quotation.html", "HTML", 0, 0, 112, 0, 0, 0, 1, 1, 114
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\proforma-invoices.html", "HTML", 0, 0, 15, 0, 0, 0, 0, 4, 19
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\quotation-delete.html", "HTML", 0, 0, 22, 0, 0, 0, 0, 2, 24
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\quotation-list.html", "HTML", 0, 0, 65, 0, 0, 0, 0, 1, 66
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\quotation-update.html", "HTML", 0, 0, 139, 0, 0, 0, 0, 15, 154
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\quotation.html", "HTML", 0, 0, 112, 0, 0, 0, 0, 11, 123
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\task\test.html", "HTML", 0, 0, 29, 0, 0, 0, 0, 1, 30
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\user\login.html", "HTML", 0, 0, 21, 0, 0, 0, 0, 2, 23
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\user\logout.html", "HTML", 0, 0, 21, 0, 0, 0, 0, 1, 22
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\user\password-reset-complete.html", "HTML", 0, 0, 18, 0, 0, 0, 0, 1, 19
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\user\password-reset-confirm.html", "HTML", 0, 0, 20, 0, 0, 0, 0, 1, 21
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\user\password-reset-done.html", "HTML", 0, 0, 18, 0, 0, 0, 0, 1, 19
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\user\password-reset.html", "HTML", 0, 0, 23, 0, 0, 0, 0, 1, 24
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\user\profile-update.html", "HTML", 0, 0, 26, 0, 0, 0, 0, 1, 27
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\user\profile.html", "HTML", 0, 0, 44, 0, 0, 0, 0, 1, 45
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\templates\user\register.html", "HTML", 0, 0, 20, 0, 0, 0, 0, 1, 21
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\user\__init__.py", "Python", 0, 0, 0, 0, 0, 0, 0, 1, 1
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\user\admin.py", "Python", 3, 0, 0, 0, 0, 0, 1, 1, 5
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\user\apps.py", "Python", 6, 0, 0, 0, 0, 0, 0, 4, 10
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\user\forms.py", "Python", 17, 0, 0, 0, 0, 0, 0, 4, 21
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\user\models.py", "Python", 9, 0, 0, 0, 0, 0, 1, 3, 13
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\user\signals.py", "Python", 11, 0, 0, 0, 0, 0, 0, 2, 13
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\user\tests.py", "Python", 1, 0, 0, 0, 0, 0, 1, 2, 4
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\user\urls.py", "Python", 14, 0, 0, 0, 0, 0, 0, 1, 15
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\user\views.py", "Python", 44, 0, 0, 0, 0, 0, 1, 12, 57
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\validator\abbreaviation.py", "Python", 6, 0, 0, 0, 0, 0, 0, 0, 6
"c:\Users\User\Desktop\python\ezAdmin\ezAdmin\validator\posscode.py", "Python", 8, 0, 0, 0, 0, 0, 0, 1, 9
"Total", "-", 1568, 4054, 1498, 17430, 126, 34, 4215, 5503, 34428
